category,semantic_score
Mechanical Engineer,0.37223768
Mechanical Engineer,0.40887767
Network Security Engineer,0.33103514
Network Security Engineer,0.38333744
Network Security Engineer,0.38415608
Operations Manager,0.39402628
Operations Manager,0.370985
Operations Manager,0.48940763
PMO,0.37931213
PMO,0.37242892
PMO,0.39685583
Public Relations,0.38846186
Public Relations,0.5295896
Public Relations,0.40008107
Python Developer,0.38423735
Python Developer,0.31313983
Python Developer,0.36987427
React Developer,0.31486103
React Developer,0.35347587
React Developer,0.445922
SAP Developer,0.39593747
SAP Developer,0.46883398
SAP Developer,0.423749
SQL Developer,0.38243636
SQL Developer,0.42259863
SQL Developer,0.3965539
Sales,0.48437357
Sales,0.35515735
Sales,0.3738645
Testing,0.3444245
Testing,0.34252372
Testing,0.32119426
Web Designing,0.3908851
Web Designing,0.3536841
Web Designing,0.33370712
Accountant,0.3354248
Accountant,0.41526517
Accountant,0.35849985
Advocate,0.4054318
Advocate,0.41992846
Advocate,0.45143342
Agriculture,0.3000888
Agriculture,0.36920467
Agriculture,0.2513084
Apparel,0.34033513
Apparel,0.3338459
Apparel,0.32565936
Architecture,0.3228179
Architecture,0.24962628
Architecture,0.36923152
Arts,0.21740487
Arts,0.37709877
Arts,0.21621783
Automobile,0.30641916
Automobile,0.27397767
Automobile,0.37768793
Aviation,0.32996625
Aviation,0.2757071
Aviation,0.35984963
BPO,0.265279
BPO,0.3088467
BPO,0.41137347
Banking,0.37939787
Banking,0.30764115
Banking,0.4502473
Blockchain,0.2616995
Blockchain,0.34987122
Blockchain,0.2010162
Building and Construction,0.39958876
Building and Construction,0.36676645
Building and Construction,0.2958085
Business Analyst,0.39544472
Business Analyst,0.33213195
Business Analyst,0.27751148
Civil Engineer,0.35024825
Civil Engineer,0.22940445
Civil Engineer,0.24732953
Consultant,0.29921928
Consultant,0.30349445
Consultant,0.40384415
Data Science,0.3245149
Data Science,0.31570408
Data Science,0.36736062
Database,0.32332444
Database,0.31769457
Database,0.29657412
Designing,0.16921403
Designing,0.187529
Designing,0.2794587
DevOps,0.26531878
DevOps,0.30404478
DevOps,0.3646197
Digital Media,0.22903
Digital Media,0.3001899
Digital Media,0.3116768
DotNet Developer,0.25050333
DotNet Developer,0.36487487
DotNet Developer,0.2858804
ETL Developer,0.24978536
ETL Developer,0.25617188
ETL Developer,0.3845654
Education,0.3050257
Education,0.24333702
Education,0.2089787
Electrical Engineering,0.38563213
Electrical Engineering,0.2367708
Electrical Engineering,0.37902358
Finance,0.38653922
Finance,0.35949704
Finance,0.39607227
Food and Beverages,0.3338783
Food and Beverages,0.3655461
Food and Beverages,0.32773045
Health and Fitness,0.34178486
Health and Fitness,0.37298393
Health and Fitness,0.26173955
Human Resources,0.4071492
Human Resources,0.309783
Human Resources,0.4127128
Information Technology,0.36936247
Information Technology,0.38157701
Information Technology,0.35873285
Java Developer,0.29417488
Java Developer,0.23329107
Java Developer,0.273854
Management,0.37562987
Management,0.31483403
Management,0.3071373
Mechanical Engineer,0.27113762
Mechanical Engineer,0.34243277
Mechanical Engineer,0.342748
Network Security Engineer,0.23516144
Network Security Engineer,0.3462326
Network Security Engineer,0.36173213
Operations Manager,0.36744395
Operations Manager,0.37408942
Operations Manager,0.42738083
PMO,0.350489
PMO,0.3913993
PMO,0.3805593
Public Relations,0.34292114
Public Relations,0.38100854
Public Relations,0.31105292
Python Developer,0.24082743
Python Developer,0.19436379
Python Developer,0.2673582
React Developer,0.24185644
React Developer,0.25800908
React Developer,0.42489076
SAP Developer,0.33231482
SAP Developer,0.39360943
SAP Developer,0.3199592
SQL Developer,0.29022262
SQL Developer,0.37564313
SQL Developer,0.32341343
Sales,0.41652367
Sales,0.32940885
Sales,0.33555964
Testing,0.43793592
Testing,0.41825095
Testing,0.40914106
Web Designing,0.29600018
Web Designing,0.28552917
Web Designing,0.21634255
Accountant,0.33357647
Accountant,0.44685116
Accountant,0.35577866
Advocate,0.30821645
Advocate,0.4451223
Advocate,0.4291941
Agriculture,0.30034134
Agriculture,0.44537926
Agriculture,0.27498996
Apparel,0.3536851
Apparel,0.368425
Apparel,0.36509585
Architecture,0.34384102
Architecture,0.25686812
Architecture,0.3869412
Arts,0.23694049
Arts,0.3385697
Arts,0.23923674
Automobile,0.42813092
Automobile,0.41673785
Automobile,0.5137809
Aviation,0.39316666
Aviation,0.35743102
Aviation,0.4125053
BPO,0.33899572
BPO,0.35701427
BPO,0.43370733
Banking,0.38892776
Banking,0.27919
Banking,0.38359675
Blockchain,0.23573016
Blockchain,0.37064064
Blockchain,0.26744533
Building and Construction,0.48955888
Building and Construction,0.4744504
Building and Construction,0.37586904
Business Analyst,0.37235993
Business Analyst,0.33802298
Business Analyst,0.3448821
Civil Engineer,0.4190677
Civil Engineer,0.26123106
Civil Engineer,0.28621188
Consultant,0.19856781
Consultant,0.351797
Consultant,0.38901338
Data Science,0.33732808
Data Science,0.34973532
Data Science,0.42463985
Database,0.38744715
Database,0.38134205
Database,0.2928838
Designing,0.24775094
Designing,0.24584438
Designing,0.2676022
DevOps,0.22454537
DevOps,0.3717333
DevOps,0.44612354
Digital Media,0.25076592
Digital Media,0.35270837
Digital Media,0.32043007
DotNet Developer,0.3081567
DotNet Developer,0.2892584
DotNet Developer,0.33272144
ETL Developer,0.30146196
ETL Developer,0.3439185
ETL Developer,0.3979979
Education,0.30635652
Education,0.22222276
Education,0.23516247
Electrical Engineering,0.46627837
Electrical Engineering,0.35739222
Electrical Engineering,0.44763955
Finance,0.42182586
Finance,0.3285681
Finance,0.3991267
Food and Beverages,0.45102707
Food and Beverages,0.37047476
Food and Beverages,0.36335674
Health and Fitness,0.35569647
Health and Fitness,0.380234
Health and Fitness,0.32368144
Human Resources,0.4563185
Human Resources,0.30912945
Human Resources,0.46455112
Information Technology,0.39456248
Information Technology,0.37808102
Information Technology,0.42888597
Java Developer,0.2870291
Java Developer,0.26717955
Java Developer,0.28540045
Management,0.38839617
Management,0.35208097
Management,0.27998102
Mechanical Engineer,0.3449261
Mechanical Engineer,0.39723033
Mechanical Engineer,0.44172275
Network Security Engineer,0.289644
Network Security Engineer,0.4409303
Network Security Engineer,0.42172134
Operations Manager,0.39561307
Operations Manager,0.46102628
Operations Manager,0.46040872
PMO,0.34468716
PMO,0.3450242
PMO,0.37597784
Public Relations,0.2880172
Public Relations,0.4160084
Public Relations,0.21756028
Python Developer,0.30437082
Python Developer,0.26269454
Python Developer,0.3116129
React Developer,0.24565472
React Developer,0.31461182
React Developer,0.47064415
SAP Developer,0.374696
SAP Developer,0.40851924
SAP Developer,0.354555
SQL Developer,0.28914425
SQL Developer,0.3769849
SQL Developer,0.34255597
Sales,0.40858686
Sales,0.33212516
Sales,0.30645326
Testing,0.3692439
Testing,0.3532533
Testing,0.3594711
Web Designing,0.29985386
Web Designing,0.37787718
Web Designing,0.18947987
Accountant,0.44932327
Accountant,0.5138974
Accountant,0.4465328
Advocate,0.32471222
Advocate,0.39798287
Advocate,0.402052
Agriculture,0.2758283
Agriculture,0.36157948
Agriculture,0.27094436
Apparel,0.40202457
Apparel,0.363089
Apparel,0.3758919
Architecture,0.41656724
Architecture,0.29054308
Architecture,0.3862843
Arts,0.38234735
Arts,0.37632388
Arts,0.23784661
Automobile,0.4017664
Automobile,0.2944036
Automobile,0.36433715
Aviation,0.34906664
Aviation,0.29572985
Aviation,0.40764743
BPO,0.28262126
BPO,0.3280937
BPO,0.46098343
Banking,0.45040837
Banking,0.35876507
Banking,0.42685467
Blockchain,0.27981025
Blockchain,0.32996887
Blockchain,0.23698318
Building and Construction,0.4006698
Building and Construction,0.4061687
Building and Construction,0.40504614
Business Analyst,0.42766896
Business Analyst,0.4211018
Business Analyst,0.3576723
Civil Engineer,0.49380717
Civil Engineer,0.21783912
Civil Engineer,0.29696268
Consultant,0.1850497
Consultant,0.37545213
Consultant,0.42144805
Data Science,0.3151857
Data Science,0.35520053
Data Science,0.36760792
Database,0.35967785
Database,0.38614997
Database,0.38912517
Designing,0.17482552
Designing,0.28035063
Designing,0.34102297
DevOps,0.2612614
DevOps,0.31154418
DevOps,0.3143612
Digital Media,0.32982698
Digital Media,0.3299908
Digital Media,0.40486765
DotNet Developer,0.3576699
DotNet Developer,0.37601757
DotNet Developer,0.40846533
ETL Developer,0.36533007
ETL Developer,0.3679592
ETL Developer,0.38085425
Education,0.31291735
Education,0.30999497
Education,0.26408
Electrical Engineering,0.42711622
Electrical Engineering,0.28484458
Electrical Engineering,0.38420916
Finance,0.39286703
Finance,0.3311826
Finance,0.44128537
Food and Beverages,0.4441363
Food and Beverages,0.3381191
Food and Beverages,0.35962287
Health and Fitness,0.27524954
Health and Fitness,0.28539628
Health and Fitness,0.24008867
Human Resources,0.5163421
Human Resources,0.35735875
Human Resources,0.49517226
Information Technology,0.34808534
Information Technology,0.3694982
Information Technology,0.38844535
Java Developer,0.35505557
Java Developer,0.32159454
Java Developer,0.32752806
Management,0.40218687
Management,0.48969498
Management,0.2782973
Mechanical Engineer,0.2769193
Mechanical Engineer,0.40381184
Mechanical Engineer,0.3812644
Network Security Engineer,0.22885188
Network Security Engineer,0.3265271
Network Security Engineer,0.36272746
Operations Manager,0.34214872
Operations Manager,0.38324565
Operations Manager,0.40866488
PMO,0.36460707
PMO,0.3595442
PMO,0.3977104
Public Relations,0.28162476
Public Relations,0.48009762
Public Relations,0.26403207
Python Developer,0.35367385
Python Developer,0.26576486
Python Developer,0.2949648
React Developer,0.25313848
React Developer,0.32727948
React Developer,0.40504608
SAP Developer,0.4330032
SAP Developer,0.41211826
SAP Developer,0.45115075
SQL Developer,0.35165927
SQL Developer,0.39293876
SQL Developer,0.43785247
Sales,0.46708894
Sales,0.31008667
Sales,0.35744017
Testing,0.30541813
Testing,0.36443162
Testing,0.33379415
Web Designing,0.3163653
Web Designing,0.35261244
Web Designing,0.23992734
Accountant,0.33654445
Accountant,0.5226728
Accountant,0.3652475
Advocate,0.33630514
Advocate,0.47285628
Advocate,0.4141516
Agriculture,0.28135425
Agriculture,0.4521243
Agriculture,0.314867
Apparel,0.43921432
Apparel,0.51288426
Apparel,0.48184022
Architecture,0.40231818
Architecture,0.3516085
Architecture,0.39217934
Arts,0.37643299
Arts,0.32783312
Arts,0.3089738
Automobile,0.39132208
Automobile,0.44004503
Automobile,0.4741797
Aviation,0.27348104
Aviation,0.30586508
Aviation,0.3122956
BPO,0.54599816
BPO,0.3806034
BPO,0.4422253
Banking,0.4730815
Banking,0.43496314
Banking,0.37433463
Blockchain,0.29010186
Blockchain,0.48975664
Blockchain,0.3070393
Building and Construction,0.46092802
Building and Construction,0.43552428
Building and Construction,0.40678278
Business Analyst,0.39004236
Business Analyst,0.40215635
Business Analyst,0.40797797
Civil Engineer,0.38201797
Civil Engineer,0.25699332
Civil Engineer,0.2640124
Consultant,0.27026147
Consultant,0.36240834
Consultant,0.4613594
Data Science,0.2941385
Data Science,0.4296054
Data Science,0.3450168
Database,0.33304667
Database,0.39472747
Database,0.33871567
Designing,0.36481056
Designing,0.42536694
Designing,0.5052876
DevOps,0.28103527
DevOps,0.3989318
DevOps,0.38324562
Digital Media,0.32133177
Digital Media,0.378397
Digital Media,0.5330512
DotNet Developer,0.3665263
DotNet Developer,0.39544886
DotNet Developer,0.32122216
ETL Developer,0.34783798
ETL Developer,0.34095672
ETL Developer,0.3874083
Education,0.3199663
Education,0.26935998
Education,0.28038922
Electrical Engineering,0.37416202
Electrical Engineering,0.3412637
Electrical Engineering,0.43423462
Finance,0.4465576
Finance,0.36414096
Finance,0.35939592
Food and Beverages,0.37524444
Food and Beverages,0.45768318
Food and Beverages,0.44964188
Health and Fitness,0.4186706
Health and Fitness,0.40912548
Health and Fitness,0.2679644
Human Resources,0.41062802
Human Resources,0.2671989
Human Resources,0.43470997
Information Technology,0.39710125
Information Technology,0.42651263
Information Technology,0.5523373
Java Developer,0.37813187
Java Developer,0.2663727
Java Developer,0.3190778
Management,0.49688324
Management,0.34134668
Management,0.32977143
Mechanical Engineer,0.36230364
Mechanical Engineer,0.47071677
Mechanical Engineer,0.47248492
Network Security Engineer,0.25044852
Network Security Engineer,0.41416997
Network Security Engineer,0.3561799
Operations Manager,0.5013461
Operations Manager,0.46973068
Operations Manager,0.48742104
PMO,0.31381935
PMO,0.33793804
PMO,0.42598265
Public Relations,0.34174785
Public Relations,0.5195119
Public Relations,0.29339755
Python Developer,0.3348369
Python Developer,0.2620842
Python Developer,0.31194624
React Developer,0.4006412
React Developer,0.3216325
React Developer,0.440919
SAP Developer,0.3009754
SAP Developer,0.43846956
SAP Developer,0.39143223
SQL Developer,0.2761057
SQL Developer,0.39173454
SQL Developer,0.36935204
Sales,0.50078595
Sales,0.48621464
Sales,0.47050056
Testing,0.28856093
Testing,0.2877663
Testing,0.289216
Web Designing,0.32419306
Web Designing,0.35448065
Web Designing,0.38798064
Accountant,0.33256206
Accountant,0.47941697
Accountant,0.40237406
Advocate,0.35016835
Advocate,0.44359705
Advocate,0.36843202
Agriculture,0.34570518
Agriculture,0.39024282
Agriculture,0.35370767
Apparel,0.36597192
Apparel,0.419377
Apparel,0.4296445
Architecture,0.3111445
Architecture,0.35379383
Architecture,0.38886377
Arts,0.34967297
Arts,0.35955203
Arts,0.28984514
Automobile,0.33065155
Automobile,0.37103933
Automobile,0.40970844
Aviation,0.34149942
Aviation,0.23288475
Aviation,0.33724004
BPO,0.44834852
BPO,0.4035843
BPO,0.4261979
Banking,0.41577438
Banking,0.42635757
Banking,0.3976471
Blockchain,0.30651265
Blockchain,0.46830893
Blockchain,0.30545357
Building and Construction,0.41874176
Building and Construction,0.36554423
Building and Construction,0.34538168
Business Analyst,0.3891753
Business Analyst,0.4143396
Business Analyst,0.38908264
Civil Engineer,0.3656389
Civil Engineer,0.28084132
Civil Engineer,0.3170817
Consultant,0.2757339
Consultant,0.34421837
Consultant,0.45782906
Data Science,0.33794338
Data Science,0.4201554
Data Science,0.31841594
Database,0.3498646
Database,0.3649288
Database,0.36670196
Designing,0.3068744
Designing,0.32090268
Designing,0.38832292
DevOps,0.28946775
DevOps,0.3720577
DevOps,0.36992937
Digital Media,0.34236407
Digital Media,0.45756763
Digital Media,0.4877063
DotNet Developer,0.34987047
DotNet Developer,0.33591726
DotNet Developer,0.34908804
ETL Developer,0.33342767
ETL Developer,0.33389246
ETL Developer,0.40524873
Education,0.33067957
Education,0.30052668
Education,0.28658283
Electrical Engineering,0.35062128
Electrical Engineering,0.31079268
Electrical Engineering,0.38970008
Finance,0.42894495
Finance,0.3996293
Finance,0.40163115
Food and Beverages,0.35017744
Food and Beverages,0.41790614
Food and Beverages,0.42588922
Health and Fitness,0.37804332
Health and Fitness,0.35854474
Health and Fitness,0.27144852
Human Resources,0.40873095
Human Resources,0.28329834
Human Resources,0.36316687
Information Technology,0.40931883
Information Technology,0.44363347
Information Technology,0.47534853
Java Developer,0.3397862
Java Developer,0.27222735
Java Developer,0.35750452
Management,0.45683357
Management,0.3329338
Management,0.33067566
Mechanical Engineer,0.32620808
Mechanical Engineer,0.3625457
Mechanical Engineer,0.40891725
Network Security Engineer,0.313722
Network Security Engineer,0.36715552
Network Security Engineer,0.35050544
Operations Manager,0.39772332
Operations Manager,0.46094316
Operations Manager,0.4644706
PMO,0.35767236
PMO,0.38967356
PMO,0.4174132
Public Relations,0.4612465
Public Relations,0.42705438
Public Relations,0.34458515
Python Developer,0.34697533
Python Developer,0.24894439
Python Developer,0.32448664
React Developer,0.33717757
React Developer,0.3510188
React Developer,0.44402784
SAP Developer,0.31974348
SAP Developer,0.45107025
SAP Developer,0.3707207
SQL Developer,0.3184326
SQL Developer,0.38449416
SQL Developer,0.38556996
Sales,0.42628476
Sales,0.4647354
Sales,0.42150253
Testing,0.27251092
Testing,0.246813
Testing,0.23797819
Web Designing,0.35841605
Web Designing,0.3201402
